"country","age","sex","height","weight","hungry","fruit","vegetables","teeth","hands_eating","hands_toilet","hands_soap","sample_weight","bmi"
"aeh","13","Female",1.55,51,"Never","2","<1","<1","Always","Always","Always",5.8922,21.2278876170656
"aeh","14","Female",1.59,50,"Rarely","0","<1","1","Rarely","Always","Always",5.8922,19.7776986669831
"aeh","14","Female",1.76,56,"Never","1","5+","3","Always","Always","Always",5.8922,18.0785123966942
"aeh","14","Female",1.65,65,"Never","<1","5+","4+","Always","Always","Always",5.7054,23.8751147842057
"aeh","15","Female",1.66,66,"Never","<1","1","1","Always","Always","Always",5.7054,23.9512265931195
"aeh","16+","Female",1.67,57,"Never","<1","3","4+","Always","Always","Always",5.7054,20.4381655849977
"aeh","16+","Female",1.56,40,"Never","3","3","4+",NA,"Always","Always",5.7054,16.4365548980934
"aeh",NA,"Female",NA,NA,"Always","<1","4","1","Most of the time","Sometimes","Most of the time",5.7054,NA
"aeh","16+","Female",1.55,45,"Rarely","<1","<1","2","Always","Always","Always",5.7054,18.7304890738814
"aeh","15","Female",1.53,40,"Always","5+","5+","4+","Always","Always","Always",5.7054,17.0874449997864
"aeh","15","Female",1.67,87,"Never","<1","1","1","Rarely","Always","Always",5.7054,31.1950948402596
"aeh","15","Female",1.74,70,"Never","<1","<1","4+","Sometimes","Always","Always",5.7054,23.1206235962479
"aeh","15","Female",1.5,60,"Never","<1","<1","2","Always","Never","Most of the time",5.7054,26.6666666666667
"aeh","13","Female",1.4,53,"Most of the time","<1","<1","<1","Sometimes","Always","Most of the time",5.1639,27.0408163265306
"aeh","14","Female",1.54,41,"Never","<1","1","4+","Always","Always","Always",6.4615,17.2879068982965
"aeh","14","Female",1.6,47,"Rarely","<1","<1","2","Always","Always","Always",6.4615,18.359375
"aeh","14",NA,NA,NA,"Never","<1","<1","2","Always","Always","Always",6.7538,NA
"aeh","14","Female",1.46,49,"Never","5+","5+","4+","Always","Always","Always",6.4615,22.9874272846688
"aeh","13","Female",1.53,46,"Never","<1","<1","2","Always","Always","Always",6.4615,19.6505617497544
"aeh","15","Female",NA,NA,"Never","1","<1","2","Always","Always","Always",6.4615,NA
"aeh","14","Female",1.67,69,"Sometimes","<1","1","4+","Always","Always","Always",6.4615,24.7409372871024
"aeh","16+","Female",1.63,45,"Never","<1","1","3","Always","Always","Most of the time",6.4615,16.9370318792578
"aeh","14","Female",1.53,39,"Never",NA,NA,"4+","Always",NA,"Always",6.4615,16.6602588747917
"aeh","14","Female",1.55,71,"Never","<1","<1","2","Always","Always","Always",6.4615,29.5525494276795
"aeh","14","Female",1.63,52,"Never","<1","1","2","Always","Always","Most of the time",6.4615,19.5716812826979
"aeh","15","Female",NA,NA,"Sometimes","0","<1","2","Always","Always","Always",5.1639,NA
"aeh","13","Female",1.55,60,"Never","2","1","1","Always","Always","Always",5.1379,24.9739854318418
"aeh","14","Female",1.7,46,"Sometimes","0","<1","2","Always","Always","Always",6.4615,15.9169550173010
"aeh","14","Female",1.6,55,"Most of the time","<1","<1","3","Always","Always","Always",5.1379,21.484375
"aeh","13","Female",1.6,61,"Never","3","3","3","Always","Always","Always",5.1379,23.828125
"aeh","16+","Female",1.46,51,"Rarely","<1","<1","1","Most of the time","Always","Always",5.1379,23.9256896228185
"aeh","13","Female",1.51,43,"Never","1","2","1","Always","Always","Always",5.1379,18.8588219814920
"aeh","14","Female",1.64,55,"Rarely","2","3","2","Sometimes","Always","Always",5.1379,20.4491374182035
"aeh","14","Female",1.59,55,"Never","5+","5+","4+","Always","Always","Always",5.1379,21.7554685336814
"aeh","13","Female",1.6,45,"Rarely","<1","1",NA,"Sometimes","Always","Always",5.1379,17.578125
"aeh","15","Female",1.53,42,"Rarely","<1","<1","4+","Always","Always","Sometimes",5.1379,17.9418172497757
"aeh","16+","Female",NA,NA,"Most of the time","3","1","0","Sometimes","Rarely","Always",5.1379,NA
"aeh","16+","Female",1.66,75,"Never","<1","<1","<1","Always","Always","Always",5.1379,27.2173029467267
"aeh","15","Female",1.66,59,"Never","<1","<1","2","Always","Always","Always",5.1379,21.4109449847583
"aeh","12","Female",1.47,42,"Never","<1","<1","<1","Always","Always","Always",7.5472,19.4363459669582
"aeh","15","Female",1.62,40,"Most of the time","<1","<1","1","Always","Always","Always",7.5472,15.2415790275873
"aeh","12","Female",1.57,36,"Most of the time","<1","<1","1","Always","Always","Always",7.5472,14.6050549718041
"aeh","13","Female",1.64,39,"Rarely","0","1","4+","Always","Sometimes","Rarely",7.5472,14.5002974419988
"aeh","13","Female",1.65,61,"Sometimes","<1","<1","4+","Always","Always","Always",7.5472,22.4058769513315
"aeh","12","Female",1.63,46,"Most of the time","<1","<1","1","Always","Always","Always",7.5472,17.3134103654635
"aeh","12","Female",1.4,34,"Sometimes","2","1","2","Always","Always","Always",7.5472,17.3469387755102
"aeh","13","Male",1.6,59,"Sometimes","<1","<1","4+","Always","Always","Always",8.1026,23.046875
"aeh","12","Female",1.46,39,"Sometimes","0","5+","4+","Always",NA,"Always",7.5472,18.2961155939201
"aeh","14","Female",1.47,40,"Rarely","3","3","0","Never","Never","Never",7.5472,18.5108056828173
"aeh","12","Female",1.45,39,"Never","<1","<1","<1","Rarely","Always","Always",7.5472,18.5493460166468
"aeh","12","Female",1.66,60,"Never","<1","<1","1","Sometimes","Always","Always",7.5472,21.7738423573813
"aeh","13","Female",1.58,69,"Never","<1","<1","<1","Always","Always","Always",7.5472,27.639801313892
"aeh","13","Male",NA,NA,"Always","<1","<1","<1","Always","Always","Always",5.495,NA
"aeh","14","Male",1.46,46,"Rarely","2","<1","2","Always","Always","Always",5.495,21.5800337774442
"aeh","13","Male",NA,NA,"Always","2","2","4+","Always","Always","Always",5.495,NA
"aeh","14","Male",NA,NA,"Never","<1","<1","<1","Always","Always","Always",5.495,NA
"aeh","13","Male",NA,NA,"Never","<1","2","1","Always","Always","Always",5.495,NA
"aeh","14","Male",1.66,60,"Sometimes","4","3","4+","Always","Always","Always",5.495,21.7738423573813
"aeh","12","Male",NA,NA,"Sometimes","<1","<1","3","Sometimes","Always","Sometimes",5.495,NA
"aeh","12","Male",NA,NA,"Most of the time","<1","<1","2","Always","Always","Most of the time",5.495,NA
"aeh","13","Male",1.56,58,"Sometimes","5+","5+","4+","Always","Always","Always",5.495,23.8330046022354
"aeh","12","Male",1.49,40,"Rarely","<1","1","1","Sometimes","Sometimes","Sometimes",5.495,18.0172064321427
"aeh","13","Male",1.56,44,"Most of the time","1","<1","2","Always","Always","Always",5.495,18.0802103879027
"aeh","14","Male",1.72,60,"Sometimes","<1","<1","<1","Always","Always","Always",5.495,20.2812330989724
"aeh","13","Male",NA,NA,"Never","3","<1","1","Always","Always","Most of the time",5.495,NA
"aeh","13","Male",1.38,28,"Never","<1","<1","0","Always","Always","Always",5.495,14.7027935307708
"aeh","13","Male",1.53,54,NA,"<1","0","2","Always","Most of the time","Rarely",5.495,23.0680507497116
"aeh","13","Male",NA,NA,"Always","0","0","4+","Always","Always","Always",5.495,NA
"aeh","13","Female",1.43,32,"Never","5+","<1","<1","Always","Always","Most of the time",5.1184,15.6486869773583
"aeh","14","Male",1.55,55,"Sometimes","5+","<1","0","Always","Always","Always",5.495,22.8928199791883
"aeh",NA,NA,NA,NA,"Rarely",NA,"<1","<1","Most of the time","Always","Most of the time",5.1184,NA
"aeh","13","Male",NA,NA,"Most of the time","5+","5+","4+","Always","Always","Always",5.495,NA
"aeh","13","Male",1.38,31,"Never","0","4","<1","Always","Always","Always",5.495,16.2780928376392
"aeh","13","Male",1.35,40,"Always","0","1","1","Never","Always","Always",5.495,21.9478737997256
"aeh","13","Male",1.33,32,"Rarely","0","0","0","Never","Never","Never",5.495,18.0903386285262
"aeh","13","Male",1.43,59,"Rarely","<1","<1","0","Sometimes","Most of the time","Most of the time",5.495,28.8522666145044
"aeh","13","Male",1.46,35,"Never","<1","<1","<1","Always","Always","Always",5.495,16.4195909176206
"aeh","12","Male",1.56,47,"Never","<1","3","2","Always","Always","Most of the time",5.495,19.3129520052597
"aeh","13","Male",NA,NA,"Never","5+","5+","4+","Always","Always","Always",5.495,NA
"aeh","12","Male",NA,NA,"Rarely","<1","<1","2","Most of the time","Always","Always",5.495,NA
"aeh","13",NA,NA,NA,"Most of the time","3","0","2","Most of the time","Always","Always",5.1184,NA
"aeh","16+","Male",1.74,72,NA,"<1","3","1","Rarely","Sometimes","Always",7.0401,23.7812128418549
"aeh","16+","Male",1.69,61,"Rarely","<1","<1","<1","Always","Always","Always",7.0401,21.3577955953923
"aeh","14","Male",1.59,45,"Never","<1","<1","2",NA,"Always","Always",7.0401,17.7999288002848
"aeh","15","Male",1.48,37,"Rarely","1","5+","1","Always","Always","Always",7.0401,16.8918918918919
"aeh","16+","Male",1.69,51,"Never","<1","1","1","Always","Sometimes","Always",7.0401,17.8565176289346
"aeh","16+","Male",1.27,51,"Sometimes","<1","2","<1","Rarely","Always","Always",7.0401,31.6200632401265
"aeh","15","Male",1.68,53,"Never","<1","5+","3","Most of the time","Always","Most of the time",7.0401,18.7783446712018
"aeh","15","Male",1.65,65,"Never","<1","1","1","Always","Rarely","Always",7.0401,23.8751147842057
"aeh","15","Male",1.67,59,"Never","<1","<1","<1",NA,NA,NA,7.0401,21.1552942020151
"aeh","14","Male",1.54,38,"Sometimes","<1","1","<1","Always","Always","Most of the time",7.0401,16.0229381008602
"aeh","15","Male",NA,NA,"Never","<1","<1","1","Most of the time","Always","Always",7.0401,NA
"aeh","14",NA,NA,NA,"Rarely","<1","<1","<1","Sometimes","Always","Always",7.0401,NA
"aeh","14","Male",1.63,46,"Never","1","2","1","Sometimes","Always","Most of the time",7.0401,17.3134103654635
"aeh","15","Male",1.58,63,NA,"<1","3",NA,NA,"Rarely","Most of the time",7.0401,25.2363403300753
"aeh","16+","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,7.0401,NA
"aeh","14","Male",NA,NA,"Never","<1","0","0","Most of the time","Always","Most of the time",7.0401,NA
"aeh","15",NA,NA,NA,"Rarely","<1",NA,"<1","Always","Always","Most of the time",7.0401,NA
"aeh","14","Male",1.74,107,"Most of the time","3","2","1","Rarely","Always","Always",7.0401,35.3415246399789
"aeh","15",NA,NA,NA,"Never",NA,NA,"<1","Rarely","Always","Always",7.0401,NA
"aeh","14","Male",1.52,45,"Never","5+","<1",NA,NA,"Always","Always",7.6506,19.4771468144044
"aeh","14","Male",1.5,43,"Never","1","<1","<1","Always","Always","Most of the time",7.6506,19.1111111111111
"aeh",NA,NA,NA,NA,NA,"0","0","4+","Always","Always","Always",7.3195,NA
"aeh","16+","Male",1.71,55,"Rarely","5+","2","4+","Most of the time","Always","Most of the time",7.6506,18.8092062514962
"aeh","16+",NA,NA,NA,"Rarely","0","0","1","Always","Always","Most of the time",7.6506,NA
"aeh","14","Female",1.8,93,"Rarely","5+","5+","0","Always","Most of the time","Always",7.3195,28.7037037037037
"aeh","14","Male",1.54,45,"Never","<1","0","1","Sometimes","Always","Always",6.28,18.9745319615449
"aeh","16+","Male",1.5,78,"Never","<1","<1","<1","Most of the time","Sometimes","Sometimes",7.6506,34.6666666666667
"aeh","14","Male",1.65,84,"Never","<1","<1","1","Always","Never","Never",7.6506,30.8539944903581
"aeh","14","Male",1.55,51,"Never","<1","<1","1","Always","Always","Always",7.6506,21.2278876170656
"aeh","16+","Male",1.67,79,"Never","<1","<1","<1","Always","Always","Always",7.6506,28.3265803721898
"aeh","14","Male",1.48,53,"Never","0","0","0","Most of the time","Always","Always",7.6506,24.1964937910884
"aeh","15","Male",1.7,58,"Never","1","0","0","Never","Always",NA,7.6506,20.0692041522491
"aeh","13","Male",1.65,50,"Never","0","0","4+","Always","Always","Always",7.6506,18.3654729109275
"aeh","13","Male",1.59,49,"Rarely","<1","<1","<1","Most of the time","Always","Always",7.6506,19.3821446936434
"aeh","16+","Male",1.7,45,"Sometimes","<1","0","2","Always","Sometimes","Always",7.6506,15.5709342560554
"aeh","16+","Male",1.67,58,"Always","<1","<1","<1","Always","Always","Always",7.6506,20.7967298935064
"aeh","14","Male",1.67,51,"Rarely","<1","5+","4+","Always","Always","Always",7.6506,18.2867797339453
"aeh","13","Male",1.53,42,"Never","<1","<1","1","Always","Always","Always",7.6506,17.9418172497757
"aeh","13","Male",1.39,30,"Never","<1","<1","1","Always","Always","Always",7.6506,15.5271466280213
"aeh","14","Male",1.57,54,"Never","<1","<1","<1","Always","Always","Always",7.6506,21.9075824577062
"aeh","13","Male",1.55,42,"Rarely","2","<1","1","Most of the time","Always","Sometimes",10.4891,17.4817898022893
"aeh","13","Male",NA,NA,"Sometimes","1","2","2","Always","Always","Always",10.4891,NA
"aeh","13","Male",NA,NA,"Sometimes","1","2","2","Always","Always","Always",10.4891,NA
"aeh","12","Male",1.54,70,"Sometimes","1","2","2","Always","Always","Always",10.4891,29.5159386068477
"aeh","12","Male",NA,NA,"Never","2","3","2","Always","Always","Always",10.4891,NA
"aeh","12","Male",NA,NA,"Always","2","1","1","Rarely","Always","Most of the time",10.4891,NA
"aeh","12","Male",1.56,54,"Never","1","2","1","Always","Always","Always",10.4891,22.1893491124260
"aeh","12","Male",NA,NA,"Rarely","5+","3","2","Most of the time","Always","Always",10.4891,NA
"aeh","14","Male",1.7,68,"Never","2","2","<1","Most of the time","Always","Most of the time",10.4169,23.5294117647059
"aeh","14","Male",1.69,62,"Rarely","<1","2","2","Always","Always","Always",10.4169,21.7079233920381
"aeh","12","Male",NA,NA,"Never","2","3","3","Always","Always","Sometimes",10.4891,NA
"aeh","13","Male",NA,NA,"Sometimes","3","0","1","Always","Always","Most of the time",10.4891,NA
"aeh","12","Male",NA,NA,"Sometimes","2","1","2","Always","Always","Always",10.4891,NA
"aeh","12","Male",NA,NA,"Never","3","5+","2","Always","Always","Sometimes",10.4891,NA
"aeh","11-","Male",NA,NA,"Never","1","2","1","Always","Always","Most of the time",10.4891,NA
"aeh","13","Female",NA,NA,"Never","<1","1","1","Always","Always","Always",10.0351,NA
"aeh","12","Male",NA,NA,"Never","1","<1","1","Sometimes","Always","Most of the time",10.4891,NA
"aeh","13","Male",NA,NA,"Never","2","1","2","Most of the time","Always","Most of the time",10.4891,NA
"aeh","12","Male",1.54,37,"Never","1","5+","2","Sometimes","Always","Most of the time",10.4891,15.6012818350481
"aeh","14","Male",1.7,85,"Never","0","3","2","Always","Always","Always",10.4891,29.4117647058824
"aeh","13","Male",1.43,37,"Never","5+","5+","4+","Always","Always","Always",10.4891,18.0937943175705
"aeh","13","Male",1.45,32,"Never","2","1","2","Always","Sometimes","Sometimes",7.8668,15.2199762187872
"aeh","13","Male",1.51,36,"Never","2","1","3","Always","Always","Always",7.8668,15.7887811938073
"aeh","14","Male",1.67,67,"Never","1","2","1","Always","Always","Sometimes",7.8668,24.023808670085
"aeh","14","Male",1.57,54,"Sometimes","1","2","2","Most of the time","Most of the time","Most of the time",7.8668,21.9075824577062
"aeh","14","Male",1.66,75,"Never","1","0","2","Always","Always","Always",7.8668,27.2173029467267
"aeh","14","Male",1.67,65,"Sometimes","<1","2","<1","Always","Always","Always",7.8668,23.3066800530675
"aeh",NA,"Male",NA,NA,"Never","2","0","2","Always","Always","Sometimes",7.8668,NA
"aeh","14","Male",1.58,96,"Sometimes","1","5+","1","Always","Always","Sometimes",7.8668,38.4553757410671
"aeh","13","Male",1.58,44,"Always","<1","4","<1","Always","Always","Always",7.8668,17.6253805479891
"aeh",NA,NA,NA,NA,NA,NA,"1","2",NA,NA,"Sometimes",7.8668,NA
"aeh","13","Male",NA,NA,"Sometimes","1","<1","2","Always","Most of the time","Most of the time",7.8668,NA
"aeh","14","Male",NA,NA,"Sometimes","2","5+","2","Always","Always","Always",7.8668,NA
"aeh","13","Male",1.68,47,"Sometimes","<1","2","<1","Sometimes","Always","Always",7.8668,16.6524943310658
"aeh","13","Male",1.56,42,"Never","2","2","2","Always","Sometimes","Sometimes",7.8668,17.2583826429980
"aeh","12","Male",1.51,35,"Never","1","1","1","Most of the time","Always","Most of the time",7.8668,15.3502039384238
"aeh",NA,"Male",NA,NA,"Never","2","3","2","Always","Always","Always",7.8668,NA
"aeh","13","Male",NA,NA,"Never","1","2","<1","Always","Always","Always",7.8668,NA
"aeh","14","Male",1.71,53,"Never","3","1","3","Always","Always","Always",7.8668,18.1252351150781
"aeh","13",NA,NA,NA,"Sometimes","1","<1","1","Always","Always","Sometimes",7.8668,NA
"aeh","15","Male",1.63,63,"Never","3","1","2","Always","Always","Most of the time",5.4045,23.7118446309609
"aeh","14","Male",1.62,52,"Never","0","1","3","Always","Always","Always",5.4045,19.8140527358634
"aeh","14","Male",1.68,71,"Never",NA,NA,NA,NA,NA,"Always",5.4045,25.15589569161
"aeh","14","Male",1.71,55,"Never","0","2","1","Sometimes","Always","Always",5.4045,18.8092062514962
"aeh","14","Male",1.57,76,"Never","4","1","3","Most of the time","Most of the time","Always",5.4045,30.8328938293643
"aeh","15","Male",1.5,39,"Never","2","0","2","Always","Always","Always",5.4045,17.3333333333333
"aeh","14","Male",1.62,48,"Never","<1","1","2","Always","Always","Always",5.4045,18.2898948331047
"aeh","16+","Male",1.64,75,"Rarely","1","0","3","Always","Always","Most of the time",5.4045,27.8851873884593
"aeh","15","Male",1.64,90,"Rarely","3","3","2","Most of the time","Always","Always",5.4045,33.4622248661511
"aeh","14","Male",1.57,67,"Never","0","<1","3","Most of the time","Always","Always",5.4045,27.1816300864132
"aeh","15","Male",1.8,88,"Never","1","1","2","Most of the time","Always","Always",5.4045,27.1604938271605
"aeh","14","Male",1.5,45,"Never","0","5+","0","Always","Always","Rarely",5.4045,20
"aeh","14","Male",1.59,55,"Never","1","2","4+","Always","Always","Always",7.2526,21.7554685336814
"aeh","15","Male",1.53,55,"Never","<1","1","2","Most of the time","Always","Always",5.4045,23.4952368747063
"aeh","15","Male",1.72,62,"Never","3","3","4+","Always","Always","Always",5.4045,20.9572742022715
"aeh","16+","Male",1.71,90,"Sometimes","4","4","4+","Always","Always",NA,5.4045,30.7787011388119
"aeh","13","Male",1.62,74,"Sometimes","1","1","1","Most of the time","Always","Always",5.4045,28.1969212010364
"aeh","14","Male",1.72,59,"Rarely","1","2","2","Always","Always","Always",5.4045,19.9432125473229
"aeh","14","Male",1.69,80,"Never","<1","<1","2","Always","Always","Always",5.4045,28.0102237316621
"aeh","14","Male",1.61,110,"Never","1","1","2","Always","Always","Always",5.4045,42.4366343891054
"aeh","14","Male",1.57,72,"Never","1","3","1","Always","Always","Most of the time",5.4045,29.2101099436083
"aeh","14","Male",1.69,49,"Never","2","<1","1","Always","Always","Always",5.4045,17.156262035643
"aeh","15","Male",1.61,54,"Rarely","1","2","1","Always","Always","Most of the time",7.8127,20.8325296091972
"aeh","14","Male",1.54,48,"Never","1","1","2","Always","Always","Most of the time",7.8127,20.2395007589813
"aeh","14","Male",1.64,59,"Never","<1","<1","1","Most of the time","Always","Most of the time",7.8127,21.9363474122546
"aeh","14","Male",1.62,50,"Never","2","1","1","Always","Always","Most of the time",7.8127,19.0519737844841
"aeh","14","Male",NA,NA,"Never","2","4","2","Always","Always","Most of the time",7.8127,NA
"aeh","15","Female",1.71,61,"Sometimes","1","2","2","Always","Always","Most of the time",6.6457,20.8611196607503
"aeh","15","Male",1.66,63,"Rarely","2","1","2","Always","Always","Sometimes",7.8127,22.8625344752504
"aeh","15","Male",NA,NA,"Rarely","<1","1","1","Most of the time",NA,"Sometimes",7.8127,NA
"aeh","15",NA,NA,NA,"Never",NA,"1","1","Always","Always","Always",6.6457,NA
"aeh","15","Male",1.7,54,"Never","1","3","2","Always","Always","Most of the time",7.8127,18.6851211072664
"aeh","16+","Male",1.71,75,"Never","1","1","1","Most of the time","Most of the time","Sometimes",7.8127,25.6489176156766
"aeh","14","Male",1.68,60,"Never","2","2","2","Always","Always","Most of the time",7.8127,21.2585034013605
"aeh","14","Male",1.57,40,"Sometimes","1","1","3","Always","Always","Always",7.8127,16.2278388575601
"aeh","15","Male",1.65,54,"Never","1","<1","2","Always","Always","Most of the time",7.8127,19.8347107438017
"aeh","15","Male",1.7,68,"Never","3","1","2","Always","Always","Always",5.8219,23.5294117647059
"aeh","13","Male",1.49,42,NA,"1","<1","<1","Most of the time","Always","Most of the time",6.6943,18.9180667537498
"aeh","16+","Male",1.72,48,"Never","3","<1","4+","Always","Always","Sometimes",6.6943,16.2249864791779
"aeh","16+","Male",1.63,52,"Rarely","<1","<1","4+","Always","Always","Always",6.6943,19.5716812826979
"aeh","15","Male",1.7,51,NA,"<1","<1","2","Sometimes","Sometimes","Always",6.6943,17.6470588235294
"aeh","15","Male",1.59,66,"Most of the time","1","<1","<1","Always","Always","Always",4.9542,26.1065622404177
"aeh","14","Male",NA,NA,"Sometimes","<1","<1","1","Sometimes","Rarely","Sometimes",6.6943,NA
"aeh","13","Male",1.48,45,"Rarely","1","<1","<1","Always","Always","Most of the time",6.6943,20.5441928414901
"aeh","14","Male",1.51,36,"Always","5+","4","4+","Always","Most of the time","Sometimes",6.6943,15.7887811938073
"aeh","14","Male",1.67,64,"Never","<1","5+","1","Always","Always","Most of the time",6.6943,22.9481157445588
"aeh","14","Male",1.47,42,"Sometimes","5+","5+","1","Sometimes","Sometimes","Sometimes",6.6943,19.4363459669582
"aeh","14","Male",1.56,58,"Rarely","3","1","4+","Most of the time","Always","Most of the time",6.6943,23.8330046022354
"aeh","16+","Male",1.83,132,"Rarely","2","3","1","Sometimes","Sometimes","Most of the time",6.6943,39.4159276180238
"aeh","13","Male",1.61,44,"Sometimes","<1","<1","2","Most of the time","Always","Always",6.6943,16.9746537556421
"aeh","12","Male",NA,NA,"Sometimes","<1","<1","0","Always","Always","Most of the time",6.6943,NA
"aeh","16+","Male",1.54,67,"Sometimes","0","2","2","Always","Never","Most of the time",5.495,28.2509698094114
"aeh","15","Male",1.77,62,"Never","5+","5+","3","Always","Always","Always",6.6943,19.7899709534297
"aeh","15","Male",1.74,41,"Sometimes","<1","5+","<1","Always","Always","Always",6.6943,13.5420795349452
"aeh","15","Male",1.64,89,"Never","<1","<1","2","Always","Always","Always",6.6943,33.0904223676383
"aeh","14","Male",1.42,33,"Sometimes","<1","0","4+","Always","Always","Always",6.6943,16.3658004364213
"aeh","14","Male",1.57,42,"Always","1","1","1","Always","Always","Always",6.6943,17.0392308004382
"aeh","16+","Male",1.71,56,"Never","<1","<1","2","Always","Always","Always",6.6943,19.1511918197052
"aeh","14","Male",1.64,52,"Rarely","<1","<1","2","Always","Always","Always",6.6943,19.3337299226651
"aeh","14","Male",1.48,38,"Sometimes","<1","<1","<1","Always","Always","Always",6.6943,17.3484295105917
"aeh","13","Male",1.45,54,"Rarely","2","1","2","Always","Always","Always",6.6943,25.6837098692033
"aeh","13",NA,NA,NA,"Rarely","2","<1","<1","Always","Always","Always",6.6943,NA
"aeh","14","Male",1.53,37,"Never","<1","<1","1","Most of the time","Most of the time","Most of the time",6.6943,15.8058866248024
"aeh","15","Male",1.63,68,"Sometimes","<1","<1","2","Always","Always","Always",6.6943,25.5937370619895
"aeh","14","Male",1.64,74,"Never","0","4","4+","Always","Most of the time",NA,6.6943,27.5133848899465
"aeh","13","Male",NA,NA,"Rarely","<1","1","2","Always","Always","Sometimes",5.8219,NA
"aeh","13","Male",1.64,43,"Never","<1","1","1","Most of the time","Always","Most of the time",5.8219,15.9875074360500
"aeh","14","Male",1.78,76,"Never","1","2","2","Always","Always","Always",5.8219,23.9868703446535
"aeh","14","Male",1.62,56,"Never","1","1","2","Always","Always","Always",5.8219,21.3382106386222
"aeh","14","Male",1.6,62,"Never","5+","5+","2","Always","Always","Always",5.8219,24.21875
"aeh","13","Male",1.62,50,"Rarely","1","3","2","Sometimes","Always","Always",5.8219,19.0519737844841
"aeh","14","Male",1.45,50,"Rarely","1","2","2","Always","Always","Most of the time",5.8219,23.7812128418549
"aeh","14","Male",1.61,60,"Never","1","2","2","Always","Always","Always",5.8219,23.1472551213302
"aeh","14","Male",1.6,50,"Never","1","2","2","Always","Always","Always",5.8219,19.53125
"aeh","13","Male",1.54,47,"Never","1","2","1","Most of the time","Never","Most of the time",5.8219,19.8178444931692
"aeh","13","Male",1.5,52,"Never","2","1","1","Always","Always","Always",5.8219,23.1111111111111
"aeh","13","Male",1.51,44,"Never","3","3","1","Sometimes","Always","Always",5.8219,19.2973992368756
"aeh","13","Male",1.51,45,"Sometimes","1","1","2","Most of the time","Always","Always",5.8219,19.7359764922591
"aeh","13","Male",1.63,50,"Sometimes","2","5+","2","Always","Always","Always",5.8219,18.8189243102864
"aeh","15","Male",1.67,71,"Never","2","3","2","Most of the time","Always","Always",7.8127,25.4580659041199
"aeh","13","Male",1.66,55,"Rarely","5+","5+","3","Always","Always","Always",5.8219,19.9593554942662
"aeh","12","Male",1.55,51,"Rarely","<1","1","2","Most of the time","Always","Rarely",7.8668,21.2278876170656
"aeh","13","Male",1.41,35,"Never","3","2","3","Always","Most of the time","Most of the time",5.8219,17.6047482521
"aeh","13","Male",1.48,48,"Sometimes","1","1","2",NA,"Always","Always",5.8219,21.9138056975895
"aeh","14","Male",1.66,66,"Rarely","1","2","2","Always","Always","Always",5.8219,23.9512265931195
"aeh","13","Male",NA,NA,"Sometimes","3",NA,"3","Always","Always","Always",5.8219,NA
"aeh","14","Male",1.65,56,"Never","1","4","1","Always","Always","Most of the time",5.8219,20.5693296602388
"aeh","13","Male",1.6,66,"Never","1","3","2","Always","Always","Always",5.8219,25.78125
"aeh","14","Male",NA,NA,"Never","2","<1","1","Always","Always","Always",5.8219,NA
"aeh","13","Male",1.68,70,"Most of the time","1","3","1","Most of the time","Always","Sometimes",5.8219,24.8015873015873
"aeh","15","Male",1.79,85,"Never","3","2","2","Always","Always","Always",5.8219,26.5285103461190
"aeh","14","Male",1.69,61,"Never","1","2","2","Most of the time","Always","Always",5.8219,21.3577955953923
"aeh","13","Male",1.54,64,"Never","2","3","2","Always","Always","Always",5.8219,26.986001011975
"aeh","15","Male",1.6,47,"Never","<1","1","1","Always","Always","Most of the time",4.9542,18.359375
"aeh","14","Male",NA,NA,"Sometimes","1","1","1","Always","Always","Rarely",4.9542,NA
"aeh",NA,NA,NA,NA,"Sometimes","<1","<1","2","Always","Sometimes","Always",5.0926,NA
"aeh","15","Male",1.69,90,"Rarely","2","1","2","Always","Always","Most of the time",4.9542,31.5115016981198
"aeh","14","Male",1.64,54,"Never","1","2","<1","Always","Always","Most of the time",4.9542,20.0773349196907
"aeh","15","Male",1.58,69,"Never","3","4","3","Always","Always","Sometimes",4.9542,27.639801313892
"aeh","15","Male",1.76,55,"Sometimes","1","1","1","Always","Always","Always",4.9542,17.7556818181818
"aeh","14","Male",1.58,87,"Never","1","1","2","Always","Always","Always",4.9542,34.8501842653421
"aeh","14","Male",1.41,48,"Never","2","1","2","Always","Always","Always",4.9542,24.1436547457371
"aeh","15","Male",1.69,66,"Never","3","1","3","Most of the time","Most of the time","Most of the time",4.9542,23.1084345786212
"aeh","14","Male",1.66,94,"Rarely","2","3","3","Most of the time","Most of the time","Sometimes",4.9542,34.1123530265641
"aeh","16+","Male",1.68,64,"Never","<1","3","0","Always","Always","Always",4.9542,22.6757369614512
"aeh",NA,"Male",NA,NA,NA,"1","<1","2","Always","Always","Always",4.9542,NA
"aeh","14",NA,NA,NA,"Never","3","1","2","Always","Always","Most of the time",4.9542,NA
"aeh","14","Male",1.56,64,"Never","3","3","4+","Always","Always","Always",4.9542,26.2984878369494
"aeh","15","Male",1.69,51,"Sometimes","0","<1","1","Always","Always","Sometimes",4.9542,17.8565176289346
"aeh","14","Male",1.57,38,"Never","1","2","1","Always","Most of the time","Sometimes",4.9542,15.4164469146821
"aeh",NA,NA,NA,NA,"Never",NA,NA,"2","Always","Most of the time","Most of the time",5.0926,NA
