"country","age","sex","height","weight","hungry","fruit","vegetables","teeth","hands_eating","hands_toilet","hands_soap","sample_weight","bmi"
"aeh","12","Male",1.42,67,"Sometimes","5+","5+","<1","Always","Always","Always",3.7953,33.2275342194009
"aeh","13","Male",1.68,56,"Rarely","2","2","2","Always","Always","Always",3.7953,19.8412698412698
"aeh","15","Male",NA,NA,NA,"1","1","1","Always","Never","Rarely",3.7953,NA
"aeh","15","Male",1.58,41,"Rarely","<1","<1","<1","Always","Most of the time","Always",3.7953,16.4236500560808
"aeh","13","Male",1.48,31,"Never","<1","1","<1","Always","Always","Most of the time",3.7953,14.1526661796932
"aeh","13","Male",1.63,58,"Most of the time","3","1","0","Always","Always","Always",3.7953,21.8299521999323
"aeh","13","Male",1.37,31,"Sometimes","0","0","3","Always","Always","Most of the time",3.7953,16.5165965155309
"aeh","13","Female",1.58,41,"Most of the time","1","0","1","Always","Always","Always",5.1973,16.4236500560808
"aeh","12","Male",1.64,62,"Never","1","<1","1","Most of the time","Always","Always",3.7953,23.051754907793
"aeh","13","Male",1.54,46,"Sometimes","<1","<1","2","Sometimes","Most of the time","Always",3.7953,19.3961882273571
"aeh","13","Male",1.4,29,"Rarely","5+","<1","2","Always","Always","Most of the time",3.7953,14.7959183673469
"aeh","15","Male",1.6,43,"Sometimes","1","1","4+","Always","Always","Always",3.7953,16.796875
"aeh","12","Male",1.44,34,"Never","<1","1","1","Always","Always","Most of the time",3.7953,16.3966049382716
"aeh","12","Male",1.48,57,"Sometimes","<1","0","0","Most of the time","Always","Always",3.7953,26.0226442658875
"aeh","13","Male",1.49,45,"Most of the time","5+","5+","0","Never","Never","Never",3.7953,20.2693572361605
"aeh","13","Male",1.56,62,"Sometimes","0","<1","2","Always","Always","Always",3.7953,25.4766600920447
"aeh","12","Male",1.52,42,"Rarely","<1","<1","<1","Always","Always","Always",3.7953,18.1786703601108
"aeh","14","Male",1.68,69,"Rarely","<1","5+","0","Always","Always","Always",3.7953,24.4472789115646
"aeh","14","Male",1.56,64,"Never","1","1","3","Always","Always","Always",3.7953,26.2984878369494
"aeh","12","Female",1.45,36,"Never","<1","1","3","Always","Always","Always",5.4508,17.1224732461356
"aeh","12","Female",1.5,43,"Never","<1","<1","<1","Always","Always","Always",5.4508,19.1111111111111
"aeh","13","Female",1.52,54,"Never","<1","5+","3","Always","Never","Most of the time",5.4508,23.3725761772853
"aeh","12","Female",1.56,52,"Never","2","2","2","Always","Always","Always",5.4508,21.3675213675214
"aeh","14","Female",1.55,62,"Rarely","1","<1","1","Always","Always","Always",5.4508,25.8064516129032
"aeh","12","Female",1.47,37,"Never","2","<1","<1","Always","Always","Always",5.4508,17.1224952566060
"aeh","13","Female",1.45,49,"Never","<1","<1","2","Always","Always","Always",5.4508,23.3055885850178
"aeh","15","Female",1.55,40,"Rarely","2","0","1","Always","Sometimes","Sometimes",5.4508,16.6493236212279
"aeh","12","Female",1.52,47,"Never","<1","<1","1","Always","Always","Most of the time",5.4508,20.3427977839335
"aeh","12","Female",1.48,48,"Never","1","<1","3","Always","Always","Always",5.4508,21.9138056975895
"aeh","14","Female",NA,NA,"Sometimes","1","<1","1","Always","Always","Most of the time",5.4508,NA
"aeh","13","Female",1.54,67,"Never","<1","<1","4+",NA,"Always","Always",5.4508,28.2509698094114
"aeh","14","Female",1.53,57,"Never","<1","0","2","Always","Always","Always",5.4508,24.3496091246956
"aeh","16+","Female",1.56,46,"Sometimes","0","0","<1","Sometimes","Always","Always",5.4508,18.9020381328074
"aeh","13","Female",1.47,40,"Never","3",NA,"3","Always","Always","Always",5.4508,18.5108056828173
"aeh","16+","Female",1.52,45,"Sometimes","<1","<1","4+",NA,"Always","Always",5.4508,19.4771468144044
"aeh","13","Female",1.52,51,"Never","<1","<1","1","Always","Always","Always",5.4508,22.0740997229917
"aeh","12","Female",1.45,57,"Never","<1","1","1","Always","Always","Always",5.4508,27.1105826397146
"aeh","13","Female",1.52,56,"Never","<1","<1","3","Always","Sometimes","Sometimes",5.4508,24.2382271468144
"aeh","16+","Female",1.52,45,"Sometimes","<1","<1","4+","Always","Always","Always",5.4508,19.4771468144044
"aeh","13","Female",1.48,44,"Most of the time","2","<1","3","Always","Always","Always",5.4508,20.0876552227904
"aeh","12","Female",1.52,63,"Never","2","1","0","Always","Always","Always",5.4508,27.2680055401662
"aeh","12","Male",1.48,35,"Sometimes","1","1","1","Sometimes","Sometimes","Always",3.9804,15.9788166544923
"aeh","14","Female",1.62,60,"Rarely","<1","<1","<1","Most of the time","Most of the time","Most of the time",5.4508,22.8623685413809
"aeh","12","Female",1.55,59,"Sometimes","<1","2","3","Always","Always","Always",5.4508,24.5577523413111
"aeh","15","Male",1.7,73,"Never","<1","1","2","Always","Always","Always",6.0395,25.2595155709343
"aeh","16+","Male",1.79,59,"Most of the time","<1","<1","<1","Always","Always","Always",6.0395,18.4139071814238
"aeh","15","Male",1.4,36,"Rarely","<1","<1","0","Always","Most of the time","Most of the time",6.0395,18.3673469387755
"aeh","15","Male",1.7,52,"Most of the time","4","<1","3",NA,"Always","Always",6.0395,17.9930795847751
"aeh","15","Male",1.59,68,"Never","3","3","4+","Always","Always","Always",6.0395,26.8976701870970
"aeh","15","Male",1.68,56,"Always","0","<1","1","Always","Always","Always",6.0395,19.8412698412698
"aeh","14","Male",1.57,65,"Rarely","<1","<1","<1","Most of the time","Always","Always",6.0395,26.3702381435352
"aeh","14","Male",1.75,64,"Rarely","1","2","1","Always","Always","Always",6.0395,20.8979591836735
"aeh","15","Male",1.69,50,"Never","<1","<1","0","Always","Always","Never",6.0395,17.5063898322888
"aeh","15","Male",1.75,58,"Never","1","5+","<1","Always","Always","Most of the time",6.0395,18.9387755102041
"aeh","14","Male",1.72,87,"Most of the time",NA,"3","1","Always","Always","Most of the time",6.0395,29.40778799351
"aeh","14","Male",1.51,41,"Never","2","2","2","Always","Always","Always",6.0395,17.9816674707250
"aeh","14","Male",1.46,37,"Most of the time","2","1","3","Always","Always","Always",6.0395,17.3578532557703
"aeh","14","Male",1.63,69,"Never","<1","1","1","Always","Always","Most of the time",6.0395,25.9701155481953
"aeh","16+","Male",1.69,52,"Always","<1","1","1","Always","Always","Most of the time",6.0395,18.2066454255803
"aeh","15","Male",1.67,46,"Rarely","4","<1","<1","Always","Always","Always",6.0395,16.4939581914016
"aeh","15","Male",1.56,49,"Never","<1","<1","1","Most of the time","Rarely","Sometimes",6.0395,20.1347797501644
"aeh","15","Male",1.64,59,"Always","0","<1","0","Rarely","Sometimes","Always",6.0395,21.9363474122546
"aeh","16+","Male",1.69,51,"Most of the time","<1","<1","4+","Always","Always","Always",6.0395,17.8565176289346
"aeh","15","Male",1.69,60,"Never","<1","<1","2","Always","Always","Most of the time",6.0395,21.0076677987465
"aeh","14","Male",1.67,46,"Never","<1","1","<1",NA,"Always","Always",6.0395,16.4939581914016
"aeh","15","Male",1.65,47,"Never","1","<1","3","Always","Always","Always",6.0395,17.2635445362718
"aeh","15","Male",1.59,64,"Rarely","<1","<1","1","Sometimes","Always","Most of the time",6.0395,25.3154542937384
"aeh","13","Female",1.52,40,"Never","<1","<1","2","Always","Always","Always",5.672,17.3130193905817
"aeh","14","Female",1.5,73,"Sometimes","<1","<1","2","Always","Always","Always",5.672,32.4444444444444
"aeh","14","Female",NA,NA,"Never","<1","1","2","Always","Always","Always",5.672,NA
"aeh","12","Female",1.55,44,"Never","<1","<1","2","Rarely","Always","Sometimes",5.672,18.3142559833507
"aeh","16+","Female",1.6,45,"Never","0","0","2","Always","Always","Most of the time",5.672,17.578125
"aeh","14","Female",1.53,45,"Never",NA,"<1","2","Always","Always","Always",5.672,19.2233756247597
"aeh","14","Female",1.51,49,"Sometimes","0","1","3","Always","Always","Always",5.672,21.4902855137933
"aeh",NA,"Female",NA,NA,"Never","<1","<1","<1",NA,"Rarely","Always",5.672,NA
"aeh","14","Male",NA,NA,"Sometimes","<1","0","3","Always","Always","Always",5.3051,NA
"aeh","13","Female",1.64,52,"Never","<1","<1","2","Always","Always","Always",5.672,19.3337299226651
"aeh","14","Female",1.45,54,"Never","<1","<1","2","Sometimes","Always","Always",5.672,25.6837098692033
"aeh","14","Female",1.62,133,"Never","<1","<1","1","Most of the time","Always","Always",5.672,50.6782502667276
"aeh","13","Female",1.52,43,"Never","1","2","<1","Always","Always","Always",5.672,18.6114958448753
"aeh","13","Female",1.42,40,"Never","<1","<1","1","Always","Always","Most of the time",5.672,19.8373338623289
"aeh","13","Female",1.52,69,"Never","<1","<1","3","Always","Always","Always",5.672,29.8649584487535
"aeh","14","Female",1.61,92,"Sometimes","<1","1","2","Always","Always","Always",5.672,35.4924578527063
"aeh","14","Female",1.6,47,"Never","1","1","1","Rarely","Always","Always",5.672,18.359375
"aeh","13","Female",1.58,48,"Never","3","<1","2","Always","Always","Always",5.672,19.2276878705336
"aeh","13","Female",NA,NA,"Never","<1","0","1","Always","Always","Always",5.672,NA
"aeh","14","Female",1.56,37,"Most of the time","3","2","2","Rarely","Rarely","Rarely",5.672,15.2038132807364
"aeh","13","Female",1.62,61,"Never","4","4","1","Sometimes","Always","Always",5.672,23.2434080170706
"aeh","13","Female",1.47,49,"Never","<1","<1","1","Most of the time","Always","Always",5.672,22.6757369614512
"aeh","13","Female",1.5,76,"Never","<1","<1","1","Rarely","Sometimes","Always",5.672,33.7777777777778
"aeh","13","Female",1.44,44,"Most of the time","<1","<1","4+","Most of the time","Most of the time","Most of the time",5.672,21.2191358024691
"aeh","14","Female",1.78,86,"Never","<1","0","2","Always","Always","Always",5.672,27.1430374952657
"aeh","15","Female",1.49,45,"Rarely","0","<1","<1","Sometimes","Always","Sometimes",5.672,20.2693572361605
"aeh","13","Female",1.5,54,"Sometimes","2",NA,"2","Always","Always","Always",6.323,24
"aeh","13","Female",1.4,36,NA,"5+","5+","3","Always","Always","Always",6.323,18.3673469387755
"aeh","13","Female",1.48,43,"Always","<1","<1","3","Always","Always","Always",6.323,19.6311176040906
"aeh","14","Female",1.55,70,"Rarely","<1","1","3","Always","Always","Always",6.323,29.1363163371488
"aeh","12","Female",NA,NA,"Never","<1","<1","2","Always","Never","Always",6.323,NA
"aeh","13","Female",1.48,34,"Never","5+","5+","3","Always","Always","Always",6.323,15.5222790357926
"aeh","12","Female",1.4,57,"Never","<1","<1","1","Rarely","Always","Always",6.323,29.0816326530612
"aeh","12","Female",1.48,36,"Never","<1","<1","1","Always","Always","Sometimes",6.323,16.4353542731921
"aeh","13","Female",1.5,36,"Never","<1","3","3","Sometimes","Always","Most of the time",6.323,16
"aeh","13","Female",1.5,54,"Never","<1","<1","2","Always","Always","Always",6.323,24
"aeh","13","Female",1.45,59,"Never","<1","5+","2","Most of the time","Most of the time","Always",6.323,28.0618311533888
"aeh","12","Female",1.4,40,"Never","2","2","1","Always","Always","Always",6.323,20.4081632653061
"aeh","12","Female",1.49,41,"Never","3","1","2","Most of the time","Always","Always",6.323,18.4676365929463
"aeh","12","Female",1.5,45,"Rarely","<1","<1","<1","Always","Always","Always",6.323,20
"aeh","12","Female",1.37,41,"Sometimes","2","<1","2","Always","Always","Always",6.323,21.8445308753796
"aeh","12","Female",1.42,54,"Never","<1","<1","<1","Always","Always","Always",6.323,26.780400714144
"aeh","13","Female",1.5,59,NA,"3",NA,"0",NA,NA,"Never",6.323,26.2222222222222
"aeh","14","Female",1.48,53,"Never","3","<1","1","Always","Always","Always",6.323,24.1964937910884
"aeh","13","Female",1.57,50,"Never","<1","1","2","Always","Always","Most of the time",6.323,20.2847985719502
"aeh","12","Female",1.55,62,"Never","0","1","3","Always","Always","Always",6.323,25.8064516129032
"aeh","12","Female",1.54,59,"Never","<1","<1","3","Always","Always","Most of the time",6.323,24.8777196829145
"aeh","13","Female",1.45,95,"Most of the time","<1","<1","4+","Always","Always","Always",6.323,45.1843043995244
"aeh","13","Female",1.5,65,"Never","3","<1","3","Always","Most of the time","Always",6.323,28.8888888888889
"aeh","12","Female",NA,NA,"Never","4","2","3","Always","Always","Most of the time",6.323,NA
"aeh","13","Female",1.5,47,"Never","0","<1","<1","Always","Always","Always",6.323,20.8888888888889
"aeh","14","Male",1.59,48,"Never","<1","1","3","Always","Always","Always",5.4799,18.9865907203038
"aeh","14","Male",1.57,42,"Never","<1","0","1","Rarely","Rarely","Rarely",5.4799,17.0392308004382
"aeh","13","Male",1.41,36,"Never","3","3","4+","Always","Always","Always",5.4799,18.1077410593029
"aeh","14","Male",1.53,63,"Never","<1","0","4+","Always","Always","Always",5.4799,26.9127258746636
"aeh","14","Male",1.41,37,"Sometimes","5+","4","4+","Always","Always","Always",5.4799,18.6107338665057
"aeh","13","Male",1.65,45,"Never","<1","<1","2","Always","Always","Always",5.4799,16.5289256198347
"aeh","15","Male",1.88,63,"Rarely","0","<1","<1","Always","Always","Always",5.4799,17.8248076052512
"aeh","14","Male",1.46,44,"Never","<1","<1","4+","Always","Always","Always",5.4799,20.6417714392944
"aeh","15","Male",1.7,57,"Never","2","2",NA,NA,"Most of the time","Always",5.4799,19.7231833910035
"aeh","14","Male",1.39,32,"Sometimes","<1","<1","2","Always","Always","Always",5.4799,16.5622897365561
"aeh","13",NA,NA,NA,"Never","5+","5+","1","Most of the time","Always","Always",5.8589,NA
"aeh","14","Male",NA,NA,"Never","2","1","1","Always","Always","Always",5.4799,NA
"aeh","15","Male",1.63,54,"Rarely","<1","0","2","Always","Always","Always",5.4799,20.3244382551093
"aeh","14","Male",1.58,50,"Never","<1","<1","4+","Always","Always","Always",5.4799,20.0288415318058
"aeh","14","Male",1.54,46,"Never","<1","<1","1","Most of the time","Always","Most of the time",5.4799,19.3961882273571
"aeh","14","Male",1.57,52,"Never","0","<1","<1","Always","Always","Always",5.4799,21.0961905148282
"aeh","16+","Male",1.59,42,"Sometimes","<1","0","1","Always","Always","Always",5.4799,16.6132668802658
"aeh","13","Male",1.48,54,"Never","<1","<1","1","Always",NA,"Always",5.4799,24.6530314097882
"aeh","13","Male",1.6,66,"Never","2","3","3","Always","Always","Always",5.4799,25.78125
"aeh","13","Male",1.63,58,"Never","1","2","2","Always","Always","Always",5.4799,21.8299521999323
"aeh","14","Male",NA,NA,"Never","<1","0","2","Always","Always","Always",5.4799,NA
"aeh","16+","Male",1.7,65,"Never","3","3","4+","Always","Always","Always",5.4799,22.4913494809689
"aeh","14","Male",NA,NA,"Never","5+","<1","<1","Most of the time","Most of the time","Most of the time",6.4557,NA
"aeh","14","Male",1.55,72,"Never","<1","<1","0","Always","Always","Always",5.4799,29.9687825182102
"aeh","14","Male",1.4,34,"Sometimes","1","2","2","Always","Always","Always",5.2328,17.3469387755102
"aeh","14","Male",1.44,35,"Never","5+","<1",NA,"Always","Always","Always",5.2328,16.8788580246914
"aeh","14","Male",1.66,63,"Sometimes","<1","<1","4+","Always","Always","Always",5.2328,22.8625344752504
"aeh","16+","Male",1.71,66,"Most of the time","<1","0","1","Always","Always","Always",5.2328,22.5710475017954
"aeh","14","Male",1.63,43,"Most of the time","<1","<1","1","Always","Sometimes","Sometimes",5.2328,16.1842749068463
"aeh","14","Male",1.67,88,"Rarely","2","4","2","Sometimes","Always","Always",5.2328,31.5536591487683
"aeh","13","Male",1.58,52,"Never","<1","2","3","Always","Always","Always",5.2328,20.8299951930780
"aeh","13","Male",NA,NA,"Never","<1","<1","3","Always","Always","Always",5.2328,NA
"aeh","14","Male",1.6,45,"Sometimes","<1","0","1","Most of the time","Always","Never",5.2328,17.578125
"aeh","11-","Male",NA,NA,"Sometimes","0","0","3","Always","Always","Always",5.2328,NA
"aeh","13","Male",1.53,42,"Rarely","<1","<1","3","Always","Always","Always",5.2328,17.9418172497757
"aeh",NA,"Male",NA,NA,"Most of the time","0","<1",NA,"Always","Always","Always",5.2328,NA
"aeh","13","Male",1.53,72,"Rarely","<1","<1","<1","Most of the time","Always","Always",5.2328,30.7574009996155
"aeh","16+","Male",1.58,45,"Sometimes","0","1","<1","Always","Always","Always",5.2328,18.0259573786252
"aeh","16+","Male",1.66,69,"Sometimes","1","3","0","Always","Always","Always",5.2328,25.0399187109885
"aeh","15","Male",1.65,47,"Always","<1","<1","<1","Always","Always","Always",5.2328,17.2635445362718
"aeh","16+","Male",1.67,64,"Sometimes","2","5+","2","Sometimes","Sometimes","Most of the time",5.2328,22.9481157445588
"aeh","13","Male",1.5,38,"Sometimes","<1","1","<1","Sometimes","Most of the time","Most of the time",5.2328,16.8888888888889
"aeh","15","Male",1.71,97,"Always","0","0","<1","Always","Always","Always",5.2328,33.1726001162751
"aeh","14","Male",1.59,40,"Sometimes","<1","3","2","Always","Always","Most of the time",5.2328,15.8221589335865
"aeh","14","Male",1.56,61,"Never","0","1","0","Always","Always","Always",5.2328,25.0657462195924
"aeh","14","Male",1.56,64,"Never","<1","<1","1","Most of the time","Always","Always",5.2328,26.2984878369494
"aeh","16+","Male",1.8,60,"Never","<1","<1","2",NA,"Always","Always",5.2328,18.5185185185185
"aeh","16+","Male",1.68,51,"Never","<1","<1","4+","Most of the time","Most of the time","Most of the time",5.2328,18.0697278911565
"aeh","13","Male",1.43,42,"Most of the time","0","0","0","Never","Most of the time","Always",5.2328,20.5389016577828
"aeh","14","Male",1.62,53,"Never","0","0","0","Sometimes","Always","Sometimes",5.2328,20.1950922115531
"aeh","16+","Male",1.5,44,"Never","0","0",NA,NA,"Never","Never",5.6235,19.5555555555556
"aeh","14","Male",1.52,44,"Always","3","2","3","Most of the time","Always","Sometimes",5.6235,19.0443213296399
"aeh","16+","Male",1.75,67,"Most of the time","<1","<1","3","Always","Always","Always",5.6235,21.8775510204082
"aeh","16+","Male",1.58,57,"Most of the time","<1","<1","3","Always","Always","Most of the time",5.6235,22.8328793462586
"aeh","14","Male",1.43,32,"Sometimes","2","2","3","Sometimes","Always","Most of the time",5.6235,15.6486869773583
